"OU";"Name";"Surname";"initials";"givenName";"DisplayName";"SamAccountName";"description";"MemberOf";"Gender";"Species";"physicalDeliveryOfficeName";"OfficePhone";"EmailAddress";"HomePage";"streetAddress";"POBox";"City";"State";"postalCode";"Country";"ChangePasswordAtLogon";"scriptpath";"Homedrive";"homePhone";"pager";"MobilePhone";"info";"title";"department";"departmentNumber";"Organization";"Company";"employeeID";"employeeNumber";"employeeType";"Exchange Alias";"Exchange Mailbox Store";"Instant Messaging Home Server ";"Instant Messaging URL ";"Enabled"
"GOOD";"hasolo";"SOLO";"";"Han";"SOLO, Han";"hasolo";"Spacecraft Capitan";"The Empire Strikes Back, Return of the Jedi, A New Hope, The Force Awakens";"Male";"Human";"";"+27 (250)  808-5138";"han.solo@EguibarIT.com";"http://www.eguibarit.com";"";"77957";"Corellia";"Gauteng";"ML46-8435";"SA";"0";"";"U:";"";"";"+27 (774)  141-4634";"Default password is ""P@ssword 123456"" without quotes";"Captain";"";"";"";"Self";"290731";"458502";"Freelance";"";"";"";"";"1"
"GOOD";"chwook";"WOOKIE";"";"Chewbacca";"WOOKIE, Chewbacca";"chwook";"Walking Carpet";"The Empire Strikes Back, Revenge of the Sith, Return of the Jedi, A New Hope, The Force Awakens";"Male";"Wookiee";"";"+33 (936)  561-589";"chewbacca.wookie@EguibarIT.com";"http://www.eguibarit.com";"";"15176";"Kashyyyk";"Dijon";"OT48-8205";"FR";"0";"";"U:";"";"";"+33 (751)  991-9398";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"311520";"750182";"Permanent";"";"";"";"";"1"
"GOOD";"leorga";"ORGANA (Princess)";"";"Leia";"ORGANA (Princess), Leia";"leorga";"Rebel Alliance";"The Empire Strikes Back, Revenge of the Sith, Return of the Jedi, A New Hope, The Force Awakens";"Female";"Human";"";"+52 (836)  397-4109";"leia.organa (princess)@EguibarIT.com";"http://www.eguibarit.com";"";"57518";"Alderaan";"Puebla";"WK84-2167";"MX";"0";"";"U:";"";"";"+52 (389)  641-9841";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Rebel Alliance";"665688";"215450";"Permanent";"";"";"";"";"1"
"GOOD";"luskyw";"SKYWALKER";"";"Luke";"SKYWALKER, Luke";"luskyw";"Last existing Jedi";"The Empire Strikes Back, Revenge of the Sith, Return of the Jedi, A New Hope, The Force Awakens";"Male";"Human";"";"+52 (217)  902-8511";"luke.skywalker@EguibarIT.com";"http://www.eguibarit.com";"";"48653";"Tatooine";"Puebla";"PN13-8168";"MX";"0";"";"U:";"";"";"+52 (78)  275-9578";"Default password is ""P@ssword 123456"" without quotes";"Jedi Knigt";"";"";"";"Intergalactic Jedi Order";"330807";"595211";"Interim";"";"";"";"";"1"
"GOOD";"losant";"SAN TEKKA";"";"Lor";"SAN TEKKA, Lor";"losant";"A legendary traveler and explorer, Lor San Tekka was a longtime ally of the New Republic and the Resistance. After the Battle of Endor, San Tekka helped Luke Skywalker recover secret Jedi lore that the Empire had tried to erase. He then retired to live simply on Jakku, where he followed the dictates of the once-forbidden Church of the Force. Leia Organa sent Poe Dameron in search of San Tekka, who gave him a portion of a map revealing Luke’s planet of exile. San Tekka was then killed by Kylo Ren, who sought the same information.";"The Force Awakenes";"Male";"Human";"";"";"Lor.SAN TEKKA@EguibarIT.com";"http://www.eguibarit.com";"";"19413";"Jakku";"Osaka";"NT77-8685";"JP";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"3598542";"4191140";"Contractor";"";"";"";"";"1"
"GOOD";"kosell";"SELLA";"";"Korr";"SELLA, Korr";"kosell";"The capable, no-nonsense Korr Sella assisted Leia Organa during her career in the New Republic’s Galactic Senate and remained in her service when Leia left politics to establish the Resistance. Sella served as Leia’s link to the Senate, bringing intelligence to allies and supporters who agreed with her warnings about the First Order. Sella was on Hosnian Prime as Leia’s envoy when the Starkiller superweapon destroyed the system, ending her life.";"The Force Awakenes";"Female";"Human";"";"";"Korr.SELLA@EguibarIT.com";"http://www.eguibarit.com";"";"86493";"D'Qar";"Jalisco";"WN41-3930";"MX";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Rebel Resistence";"1882368";"6061583";"Permanent";"";"";"";"";"1"
"GOOD";"fn2187";"FN-2187";"";"Finn";"FN-2187, Finn";"fn2187";"Trained since birth to serve the First Order as a stormtrooper, but a skirmish on Jakku awakened his conscience and drove him down a different path";"The Force Awakenes";"Male";"Human";"";"+1 (632)  128-6299";"finn.fn-2187@EguibarIT.com";"http://www.eguibarit.com";"";"49397";"unknown";"British Columbia";"HL93-2324";"CA";"0";"";"U:";"";"";"+1 (969)  28-4023";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Rebel Alliance";"217153";"429418";"Contractor";"";"";"";"";"1"
"GOOD";"patiko";"TIKO";"";"Paige";"TIKO, Paige";"patiko";"Pilot and gunner, operates the ventral guns on the Resistance bomber Cobalt Hammer";"The Force Awakenes";"Female";"Human";"";"+39 (793)  17-5877";"paige.tiko@EguibarIT.com";"http://www.eguibarit.com";"";"93808";"Otomok";"Sicily";"UM36-7847";"IT";"0";"";"U:";"";"";"+39 (438)  303-5402";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"929050";"632232";"Broker";"";"";"";"";"1"
"GOOD";"podame";"DAMERON";"";"Poe";"DAMERON, Poe";"podame";"Commander in the Resistance?s starfighter corps";"The Force Awakenes";"Male";"Human";"";"+34 (779)  712-2195";"poe.dameron@EguibarIT.com";"http://www.eguibarit.com";"";"40991";"unknown";"Asturias";"CL50-7149";"ES";"0";"";"U:";"";"";"+34 (514)  870-5672";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"575708";"949483";"Broker";"";"";"";"";"1"
"GOOD";"rejakk";"JAKKU";"";"Rey";"JAKKU, Rey";"rejakk";"A scavenger, a survivor toughened by life on a harsh desert planet.";"The Force Awakenes";"Female";"Human";"";"+55 (245)  166-3766";"rey.jakku@EguibarIT.com";"http://www.eguibarit.com";"";"36978";"unknown";"Rio de Janeiro";"CE38-8497";"BR";"0";"";"U:";"";"";"+55 (293)  947-7810";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Rebel Alliance";"372110";"936639";"Interim";"";"";"";"";"1"
"GOOD";"rotiko";"TIKO";"";"Rose";"TIKO, Rose";"rotiko";"Maintenance technician";"The Force Awakenes";"Female";"Human";"";"+33 (535)  365-7103";"rose.tiko@EguibarIT.com";"http://www.eguibarit.com";"";"37711";"Otomok";"Lyon";"FC24-9559";"FR";"0";"";"U:";"";"";"+33 (712)  227-5828";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"624272";"913010";"Broker";"";"";"";"";"1"
"GOOD";"patico";"TICO";"";"Paige";"TICO, Paige";"patico";"A talented pilot and gunner, Paige Tico operates the ventral guns on the Resistance bomber Cobalt Hammer. She fled the Otomok system and joined the Resistance with her younger sister Rose. Paige loves animals, particularly fathiers, and dreams of seeing one during some quiet period when the galaxy is at peace.";"The last Jedi";"Female";"Human";"";"";"Paige.TICO@EguibarIT.com";"http://www.eguibarit.com";"";"61506";"";"Osaka";"JA85-3124";"JP";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Rebel Resistence";"3483552";"4663678";"Permanent";"";"";"";"";"1"
"GOOD";"ladacy";"D'ACY";"";"Larama";"D'ACY, Larama";"ladacy";"Leia Organa personally recruited Larma D’Acy to join the Resistance after years of service defending the Warlentta system. With the support of her wife, Wrobie Tyce, who adapted her acumen as a courier ship pilot to fight the First Order by Larma’s side, D'Acy has stepped into a broader strategic command position, personally advising General Organa and rolling up her sleeves for the hands-on work of getting the Ajan Kloss outpost fully operational.";"The Last Jedi, The Rise of Skywalker";"Female";"Human";"";"";"Larama.DACY@EguibarIT.com";"http://www.eguibarit.com";"";"14465";"Crait";"Western Cape";"AS27-4870";"SA";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"Commander";"";"";"";"Rebel Resistence";"7554772";"9609900";"Permanent";"";"";"";"";"1"
"GOOD";"qujinn";"JINN";"";"Qui-Gon";"JINN, Qui-Gon";"qujinn";"Jedi Master";"The Phantom Menace";"Male";"Human";"";"+39 (66)  600-3911";"qui-gon.jinn@EguibarIT.com";"http://www.eguibarit.com";"";"10667";"unknown";"Sicily";"LE16-2729";"IT";"0";"";"U:";"";"";"+39 (104)  302-6546";"Default password is ""P@ssword 123456"" without quotes";"Jedi Master";"Jedi Council";"";"";"Intergalactic Jedi Order";"696196";"422997";"Permanent";"";"";"";"";"1"
"GOOD";"yapoof";"POOF";"";"Yarael";"POOF, Yarael";"yapoof";"Member of the Jedi Council during the final years of the Republic";"The Phantom Menace";"Male";"Quermian";"";"+81 (758)  969-2992";"yarael.poof@EguibarIT.com";"http://www.eguibarit.com";"";"24018";"Quermia";"Osaka";"JA85-3124";"JP";"0";"";"U:";"";"";"+81 (928)  21-4621";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"825027";"108514";"Permanent";"";"";"";"";"1"
"GOOD";"capana";"PANAKA";"";"Captain";"PANAKA, Captain";"capana";"Queen Amidala's loyal protector during the Trade Federation invasion crisis was Captain Panaka. Panaka was often referred to as ""the quickest eyes on Naboo"" for his attention to detail and selfless dedication to the safety of the Queen. Panaka commanded a team of Royal Palace Guards and Security Troopers stationed throughout Theed. During the Trade Federation invasion, Panaka stayed close to the Queen, ensuring her protection from the Neimoidians' plans. His loyalty was such that he would openly question the strategy of Jedi Knights if he thought it would somehow endanger Amidala.";"The phantom Menace";"Male";"Human";"";"";"Captain.PANAKA@EguibarIT.com";"http://www.eguibarit.com";"";"66771";"Naboo";"Tokio";"JO80-516";"JP";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"Captain";"";"";"";"Naboo Royal Guards";"440030";"800034";"Permanent";"";"";"";"";"1"
"GOOD";"adgall";"GALLIA";"";"Adi";"GALLIA, Adi";"adgall";"Jedi Master";"The Phantom Menace, Revenge of the Sith";"Female";"Tholothian";"";"+33 (241)  699-8353";"adi.gallia@EguibarIT.com";"http://www.eguibarit.com";"";"19819";"Coruscant";"Dijon";"RP28-4983";"FR";"0";"";"U:";"";"";"+33 (587)  616-4166";"Default password is ""P@ssword 123456"" without quotes";"Jedi Master";"Jedi Council";"";"";"Intergalactic Jedi Order";"705164";"733297";"Permanent";"";"";"";"";"1"
"GOOD";"eekoth";"KOTH";"";"Eeth";"KOTH, Eeth";"eekoth";"Member of the Jedi High Council in the final years of the order";"The Phantom Menace, Revenge of the Sith";"Male";"Zabrak";"";"+27 (948)  452-8262";"eeth.koth@EguibarIT.com";"http://www.eguibarit.com";"";"20541";"Iridonia";"Limpopo";"LF53-2317";"SA";"0";"";"U:";"";"";"+27 (498)  506-1587";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"771236";"807418";"Contractor";"";"";"";"";"1"
"GOOD";"bekin";"KIN";"";"Beaumont";"KIN, Beaumont";"bekin";"A historian who once aspired to become an educator, after the destruction of the Hosnian system Beaumont Kin abandoned his academic career to become a captain in the Resistance’s intelligence division. He offers the cause broad knowledge on a variety of topics.";"The Rise of Skywalker";"Male";"Human";"";"";"Beaumont.KIN@EguibarIT.com";"http://www.eguibarit.com";"";"37967";"Hosnian";"Lyon";"FC24-9559";"FR";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Rebel Resistence";"2999461";"2430842";"Permanent";"";"";"";"";"1"
"GOOD";"jannah";"";"";"Jannah";"Jannah";"jannah";"From an oceanic moon, Jannah leads a band of warriors, ready to charge against the forces of the First Order.";"The Rise of Skywalker";"Female";"Human";"";"";"Jannah.@EguibarIT.com";"http://www.eguibarit.com";"";"46979";"";"Alberta";"GL29-4670";"CA";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"2102023";"5093204";"Permanent";"";"";"";"";"1"
"GOOD";"besolo";"SOLO";"";"Ben";"SOLO, Ben";"besolo";"";"";"Male";"";"";"";"ben.solo@EguibarIT.com";"http://www.eguibarit.com";"";"50781";"Tatooine";"Jalisco";"CB25-1907";"MX";"0";"";"U:";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"GOOD";"brorga";"ORGANA";"";"Breha";"ORGANA, Breha";"brorga";"Queen";"";"Female";"";"";"+81 (182)  990-1633";"breha.organa@EguibarIT.com";"http://www.eguibarit.com";"";"31976";"Alderaan";"Okinawa";"GL52-8774";"JP";"0";"";"U:";"";"";"+81 (57)  547-602";"Default password is ""P@ssword 123456"" without quotes";"Queen";"";"";"";"";"792780";"709224";"Permanent";"";"";"";"";"1"
"GOOD";"daralt";"RALTER";"";"Dak";"RALTER, Dak";"daralt";"Rebel Alliance Master Pilot";"";"Male";"";"";"+1 (606)  459-6481";"dak.ralter@EguibarIT.com";"http://www.eguibarit.com";"";"66337";"Earth";"Saskachewan";"DQ84-6";"CA";"0";"";"U:";"";"";"+1 (873)  648-393";"Default password is ""P@ssword 123456"" without quotes";"Pilot";"Rebel Alliance Master Pilot";"";"";"Rebel Alliance";"775987";"323219";"Permanent";"";"";"";"";"1"
"GOOD";"kaconn";"CONNIX";"";"Kaydel";"KAYDEL, Connix";"kaconn";"A lieutenant at the D’Qar Resistance base, Kaydel Connix coordinated communications during the Starkiller Base raid. She then helped organize the evacuation of D’Qar and served aboard the Raddus. Connix shared Poe Dameron’s misgivings about Vice Admiral Holdo, conspiring with the starfighter ace against their new commander and joining his brief-lived mutiny. She survived the Battle of Crait, escaping with the remnants of the Resistance.";"";"Female";"";"";"+52 (485)  956-9598";"kaydel.connix@EguibarIT.com";"http://www.eguibarit.com";"";"66234";"D'Qar";"Jalisco";"CX88-1726";"MX";"0";"";"U:";"";"";"+52 (979)  323-6554";"Default password is ""P@ssword 123456"" without quotes";"Lieutenant";"Resistence";"";"";"Rebel Resistence";"63216";"981814";"Permanent";"";"";"";"";"1"
"GOOD";"makana";"KANATA";"";"Maz";"KANATA, Maz";"makana";"With more than a thousand years old, a diminutive being with vast experience at surviving in the underworld.";"";"Female";"";"";"+39 (165)  708-6025";"maz.kanata@EguibarIT.com";"http://www.eguibarit.com";"";"66771";"Endor";"Toscana";"CI27-2694";"IT";"0";"";"U:";"";"";"+39 (590)  53-300";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Bar Owner";"664640";"435147";"Contractor";"";"";"";"";"1"
"GOOD";"riolie";"OLI";"";"Ric";"OLI, Ric";"riolie";"Royal Naboo Pilot";"";"Male";"";"";"+52 (776)  89-3326";"ric.oli‚@EguibarIT.com";"http://www.eguibarit.com";"";"43238";"Naboo";"Puebla";"LE80-9121";"MX";"0";"";"U:";"";"";"+52 (399)  991-4558";"Default password is ""P@ssword 123456"" without quotes";"Pilot";"Royal Naboo Pilot";"";"";"";"613507";"747558";"Permanent";"";"";"";"";"1"
"GOOD";"sibibb";"BIBBLE";"";"Sio";"BIBBLE, Sio";"sibibb";"Governor of Naboo";"";"Male";"";"";"+33 (27)  976-3692";"sio.bibble@EguibarIT.com";"http://www.eguibarit.com";"";"67126";"Naboo";"Lyon";"AH12-7233";"FR";"0";"";"U:";"";"";"+33 (544)  495-6859";"Default password is ""P@ssword 123456"" without quotes";"Governor";"Goverment";"";"";"";"366492";"416727";"Permanent";"";"";"";"";"1"
"GOOD";"adstat";"STATURA";"";"Admiral";"STATURA, Admiral";"adstat";"";"";"Male";"Human";"";"";"Admiral.STATURA@EguibarIT.com";"http://www.eguibarit.com";"";"57518";"D'Qar";"Jalisco";"AK50-529";"MX";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"Admiral";"";"";"";"Rebel Resistence";"5784594";"5864403";"Permanent";"";"";"";"";"1"
"GOOD";"ahtano";"TANO";"";"Ahsoka";"TANO, Ahsoka";"ahtano";"";"";"Female";"Togruta";"";"";"Ahsoka.TANO@EguibarIT.com";"http://www.eguibarit.com";"";"6905";"";"Rio de Janeiro";"CE38-8497";"BR";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Intergalactic Jedi Order";"7414766";"155591";"Freelance";"";"";"";"";"1"
"GOOD";"amhold";"HOLDO";"";"Amilyn";"HOLDO, Amilyn";"amhold";"An unconventional Resistance officer, Amilyn Holdo was one of Leia Organa’s oldest friends. She assumed command of the Resistance fleet after Leia was injured. As the peril to the Resistance grew, Holdo’s insistence on secrecy and her brusque manner led her into conflict with Poe Dameron. She sacrificed her life to save the Resistance transports during the desperate flight to Crait.";"";"Female";"Human";"";"";"Amilyn.HOLDO@EguibarIT.com";"http://www.eguibarit.com";"";"48653";"";"Tokio";"CF28-7952";"JP";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Rebel Resistence";"9104245";"6551708";"Permanent";"";"";"";"";"1"
"UGLY";"greedo";"";"";"Greedo";"Greedo";"greedo";"Bounty Hunter";"A New Hope";"Male";"Rodian";"";"+1 (88)  458-9053";"greedo@EguibarIT.com";"http://www.eguibarit.com";"";"64475";"Rodia";"British Columbia";"IB26-1684";"CA";"0";"";"U:";"";"";"+1 (741)  143-5686";"Default password is ""P@ssword 123456"" without quotes";"Bounty Hunter";"";"";"";"Self";"757085";"80159";"Freelance";"";"";"";"";"1"
"UGLY";"pobaba";"BABA";"";"Ponda";"BABA, Ponda";"pobaba";"A burly Aqualish thug, Ponda Baba smuggled spice for Jabba the Hutt alongside his friend Dr. Cornelius Evazan, a murderous former surgeon Ponda had rescued from a bounty hunter. Ponda was one of the alien barflies escaping the heat of Tatooine’s twin suns when Luke Skywalker and Obi-Wan Kenobi visited the Mos Eisley Cantina. Bored and looking for excitement, Ponda picked a fight with Luke, which Evazan quickly escalated. But the two bullies had picked the wrong target – Obi-Wan interceded, taking action when Ponda and Evazan refused to back down. The old Jedi’s lightsaber left Evazan dead and Ponda missing an arm, ending the quarrel rather decisively.";"A New Hope";"Male";"Aqualish";"";"";"Ponda.BABA@EguibarIT.com";"http://www.eguibarit.com";"";"10667";"Tatooine";"Veracruz";"NS50-6485";"MX";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"177500";"6317997";"Freelance";"";"";"";"";"1"
"UGLY";"dejett";"JETTSTER";"";"Dexter";"JETTSTER, Dexter";"dejett";"Owner of Dex's Diner. Serving mostly hard workers from the area, the diner offered home-style cooked meals and freshly brewed ardees ";"Attack of the Clones";"Male";"Besalisk";"";"+34 (925)  829-9826";"dexter.jettster@EguibarIT.com";"http://www.eguibarit.com";"";"17952";"Ojom";"Madrid";"UD37-2818";"ES";"0";"";"U:";"";"";"+34 (830)  426-2055";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"933602";"839091";"Broker";"";"";"";"";"1"
"UGLY";"jafett";"FETT";"";"Jango";"FETT, Jango";"jafett";"Bounty Hunter";"Attack of the Clones";"Male";"Human";"";"+34 (385)  908-7404";"jango.fett@EguibarIT.com";"http://www.eguibarit.com";"";"29765";"Concord Dawn";"Valencia";"CZ46-8484";"ES";"0";"";"U:";"";"";"+34 (956)  811-4526";"Default password is ""P@ssword 123456"" without quotes";"Bounty Hunter";"";"";"";"Self";"329546";"637710";"Freelance";"";"";"";"";"1"
"UGLY";"sulama";"SU";"";"Lama";"SU, Lama";"sulama";"The lanky Prime Minister of remote Kamino";"Attack of the Clones";"Male";"Kaminoan";"";"+55 (796)  870-8528";"lama.su@EguibarIT.com";"http://www.eguibarit.com";"";"59945";"Kamino";"Sao Paulo";"NB93-3354";"BR";"0";"";"U:";"";"";"+55 (239)  998-4082";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"226137";"611899";"Broker";"";"";"";"";"1"
"UGLY";"tawe";"WE";"";"Taun";"WE, Taun";"tawe";"Taun We is the administrative aide to the Prime Minister of Kamino, Lama Su";"Attack of the Clones";"Female";"Kaminoan";"";"+1 (522)  599-3515";"taun.we@EguibarIT.com";"http://www.eguibarit.com";"";"1114";"Kamino";"British Columbia";"ZV10-5600";"CA";"0";"";"U:";"";"";"+1 (111)  460-6412";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"702046";"200794";"Broker";"";"";"";"";"1"
"UGLY";"zawess";"WESSEL";"";"Zam";"WESSEL, Zam";"zawess";"Bounty Hunter";"Attack of the Clones";"Female";"Clawdite";"";"+1 (227)  147-1418";"zam.wessel@EguibarIT.com";"http://www.eguibarit.com";"";"39311";"Zolan";"Saskachewan";"ME80-9061";"CA";"0";"";"U:";"";"";"+1 (626)  759-4209";"Default password is ""P@ssword 123456"" without quotes";"Bounty Hunter";"";"";"";"Self";"558638";"669542";"Freelance";"";"";"";"";"1"
"UGLY";"pothe";"THE LESSER";"";"Poggle";"THE LESSER, Poggle";"pothe";"leader of the insect-like Geonosians throughout the era of the Clone Wars";"Attack of the Clones, Revenge of the Sith";"Male";"Geonosian";"";"+52 (96)  506-2754";"poggle.the lesser@EguibarIT.com";"http://www.eguibarit.com";"";"23620";"Geonosis";"Puebla";"QJ47-2566";"MX";"0";"";"U:";"";"";"+52 (556)  445-8189";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"211942";"623532";"Permanent";"";"";"";"";"1"
"UGLY";"jabink";"BINKS";"";"Jar Jar";"BINKS, Jar Jar";"jabink";"Gungang Outcast";"Attack of the Clones, The Phantom Menace";"Male";"Gungan";"";"+34 (615)  378-6186";"jar jar.binks@EguibarIT.com";"http://www.eguibarit.com";"";"35031";"Naboo";"Madrid";"QH53-9252";"ES";"0";"";"U:";"";"";"+34 (924)  407-48";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"746426";"756195";"Interim";"";"";"";"";"1"
"UGLY";"maamed";"AMEDDA";"";"Mas";"AMEDDA, Mas";"maamed";"Vice Chair of the Galactic Senate during Chancellor Valorum's term";"Attack of the Clones, The Phantom Menace";"Male";"Chagrian";"";"+34 (166)  366-9569";"mas.amedda@EguibarIT.com";"http://www.eguibarit.com";"";"82535";"Champala";"Asturias";"EC31-9830";"ES";"0";"";"U:";"";"";"+34 (105)  332-2583";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"623178";"490657";"Broker";"";"";"";"";"1"
"UGLY";"watoyd";"TOYDARIAN";"";"Watto";"TOYDARIAN, Watto";"watoyd";"Junk store proprietor";"Attack of the Clones, The Phantom Menace";"Male";"Toydarian";"";"+1 (10)  688-1436";"watto.toydarian@EguibarIT.com";"http://www.eguibarit.com";"";"37404";"Toydaria";"Alberta";"AL31-819";"CA";"0";"";"U:";"";"";"+1 (675)  607-9330";"Default password is ""P@ssword 123456"" without quotes";"Owner";"";"";"";"";"412311";"329052";"Contractor";"";"";"";"";"1"
"UGLY";"plkoon";"KOON";"";"Plo";"KOON, Plo";"plkoon";"Among the wisest members of the Jedi Order";"Attack of the Clones, The Phantom Menace, Revenge of the Sith";"Male";"Kel Dor";"";"+39 (395)  210-8926";"plo.koon@EguibarIT.com";"http://www.eguibarit.com";"";"19413";"Dorin";"Calabria";"ZZ94-5203";"IT";"0";"";"U:";"";"";"+39 (570)  295-9123";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"505284";"962703";"Broker";"";"";"";"";"1"
"UGLY";"bifort";"FORTUNA";"";"Bib";"FORTUNA, Bib";"bifort";"Majordome";"Return of the Jedi";"Male";"Twi'lek";"";"+81 (214)  824-8984";"bib.fortuna@EguibarIT.com";"http://www.eguibarit.com";"";"43773";"Ryloth";"Osaka";"DG62-6459";"JP";"0";"";"U:";"";"";"+81 (38)  489-3609";"Default password is ""P@ssword 123456"" without quotes";"Majordome";"";"";"";"";"978577";"215122";"Interim";"";"";"";"";"1"
"UGLY";"ninumb";"NUMB";"";"Nien";"NUMB, Nien";"ninumb";"Pilot";"Return of the Jedi";"Male";"Sullustan";"";"+39 (801)  212-2331";"nien.numb@EguibarIT.com";"http://www.eguibarit.com";"";"14465";"Sullust";"Sicily";"FV76-5909";"IT";"0";"";"U:";"";"";"+39 (300)  498-6389";"Default password is ""P@ssword 123456"" without quotes";"Pilot";"Pilot";"";"";"";"416448";"878007";"Permanent";"";"";"";"";"1"
"UGLY";"tawook";"WOOKIE";"";"Tarfull";"WOOKIE, Tarfull";"tawook";"Walking Carpet";"Revenge of the Sith";"Male";"Wookiee";"";"+1 (642)  822-8362";"tarfull.wookie@EguibarIT.com";"http://www.eguibarit.com";"";"12167";"Kashyyyk";"Alberta";"GL29-4670";"CA";"0";"";"U:";"";"";"+1 (119)  746-4671";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"838343";"400705";"Permanent";"";"";"";"";"1"
"UGLY";"timedo";"MEDON";"";"Tion";"MEDON, Tion";"timedo";"Utapaun Port Administrator";"Revenge of the Sith";"Male";"Pau'an";"";"+52 (459)  338-6818";"tion.medon@EguibarIT.com";"http://www.eguibarit.com";"";"94730";"Utapau";"Jalisco";"WN41-3930";"MX";"0";"";"U:";"";"";"+52 (948)  486-1980";"Default password is ""P@ssword 123456"" without quotes";"Administrator";"";"";"";"";"13039";"128064";"Permanent";"";"";"";"";"1"
"UGLY";"lobot";"";"";"Lobot";"LOBOT";"lobot";"Calrissian's aide and Cloud City's computer liaison officer";"The Empire Strikes Back";"Male";"Human";"";"+1 (90)  376-5";"lobot@EguibarIT.com";"http://www.eguibarit.com";"";"6905";"Bespin";"Alberta";"JR98-3137";"CA";"0";"";"U:";"";"";"+1 (244)  687-5399";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"672707";"741004";"Broker";"";"";"";"";"1"
"UGLY";"bofett";"FETT";"";"Boba";"FETT, Boba";"bofett";"Bounty Hunter";"The Empire Strikes Back, Attack of the Clones, Return of the Jedi";"Male";"Human";"";"+52 (28)  4-8330";"boba.fett@EguibarIT.com";"http://www.eguibarit.com";"";"90242";"Kamino";"Puebla";"UY35-9910";"MX";"0";"";"U:";"";"";"+52 (215)  783-9635";"Default password is ""P@ssword 123456"" without quotes";"Bounty Hunter";"";"";"";"Self";"5533";"653687";"Freelance";"";"";"";"";"1"
"UGLY";"kuiil";"";"";"Kuiil";"Kuiil";"kuiil";"A vapor farmer on Arvala-7, Kuiil came to seek peace in an out of the way world, which is now being trespassed upon by criminals and mercenaries. He has worked a lifetime to be free of servitude, and offers valuable skills for those willing to meet his price.";"The Mandalorian";"Male";"Ugnaught";"";"";"Kuiil.@EguibarIT.com";"http://www.eguibarit.com";"";"93808";"";"Alberta";"AL31-819";"CA";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"1302648";"1521513";"Freelance";"";"";"";"";"1"
"UGLY";"bequad";"QUADINAROS";"";"Ben";"QUADINAROS, Ben";"bequad";"Racer";"The Phantom Menace";"Male";"Toong";"";"+39 (306)  10-3936";"ben.quadinaros@EguibarIT.com";"http://www.eguibarit.com";"";"65869";"Tund";"Toscana";"YO11-4284";"IT";"0";"";"U:";"";"";"+39 (982)  59-8633";"Default password is ""P@ssword 123456"" without quotes";"Podracing Pilot";"";"";"";"Redbull Racing Team";"702288";"326713";"Contractor";"";"";"";"";"1"
"UGLY";"gasgan";"";"";"Gasgano";"GASGANO";"gasgan";"A slight, spindly, six-limbed alien, uniquely suited to the extreme sport of Podracing";"The Phantom Menace";"Male";"Xexto";"";"+55 (796)  896-5646";"gasgano@EguibarIT.com";"http://www.eguibarit.com";"";"53081";"Troiken";"Bahia";"GI34-2135";"BR";"0";"";"U:";"";"";"+55 (491)  843-6775";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"716692";"477191";"Broker";"";"";"";"";"1"
